timestamp,supply
1577896537,18135125
1578140162,18140737.5
1578392926,18146362.5
1578636978,18151950
1578889223,18157587.5
1579156339,18163175
1579417541,18168762.5
1579729768,18175737.5
1579972371,18181362.5
1580247968,18186962.5
1580502940,18192575
1580764041,18198162.5
1581038159,18203787.5
1581309155,18209400
1581595605,18215012.5
1581867007,18220612.5
1582131328,18226250
1582398858,18231837.5
1582671027,18237450
1582934307,18243037.5
1583184266,18248637.5
1583419350,18254250
1583665258,18259862.5
1583949053,18265462.5
1584247572,18271100
1584583909,18276700
1584911918,18282300
1585234230,18287900
1585496032,18293537.5
1585752604,18299137.5
1586016624,18304750
1586261589,18310337.5
1586515038,18315937.5
1586759811,18321537.5
1586988643,18327137.5
1587250058,18332737.5
1587504600,18338362.5
1587782784,18343962.5
1588061342,18349575
1588340238,18355225
1588581360,18360862.5
1588839715,18366500
1589107096,18372100
1589365313,18376368.75
1589687014,18379162.5
1590021046,18381981.25
1590343285,18384775
1590649845,18387593.75
1590923253,18390393.75
1591212023,18393193.75
1591439414,18396006.25
1591673006,18398812.5
1591901753,18401612.5
1592140075,18404418.75
1592405413,18407237.5
1592688530,18410031.25
1592948900,18412843.75
1593212587,18415650
1593476168,18418443.75
1593728058,18421250
1593967720,18424050
1594215188,18426862.5
1594456545,18429675
1594723515,18432468.75
1595004071,18435268.75
1595293125,18438075
1595578894,18440868.75
1595830152,18443675
1596088916,18446475
1596370763,18449268.75
1596629770,18452062.5
1596892306,18454862.5
1597157589,18457656.25
1597405793,18460450
1597658299,18463262.5
1597937443,18466062.5
1598201626,18468862.5
1598470204,18471668.75
1598739908,18474475
1599009001,18477275
1599297771,18480081.25
1599543299,18482893.75
1599800385,18485693.75
1600038438,18488493.75
1600278033,18491293.75
1600508916,18494087.5
1600779950,18496881.25
1601050521,18499700
1601314172,18502512.5
1601593522,18505312.5
1601853572,18508112.5
1602124689,18510925
1602391779,18513731.25
1602643343,18516537.5
1602900518,18519343.75
1603178745,18522150
1603482681,18524968.75
1603800369,18527768.75
1604156433,18530562.5
1604469437,18533362.5
1604731402,18536193.75
1604975125,18539006.25
1605236339,18541806.25
1605499818,18544618.75
1605743184,18547418.75
1605988659,18550218.75
1606239645,18553018.75
1606495672,18555825
1606768386,18558631.25
1607034107,18561431.25
1607306540,18564231.25
1607584693,18567043.75
1607864251,18569850
1608127011,18572656.25
1608395414,18575468.75
1608658279,18578275
1608937219,18581068.75
1609194511,18583875
1609441018,18586681.25
1609691263,18589487.5
1609923835,18592300
1610164988,18595100
1610418297,18597906.25
1610681342,18600718.75
1610947445,18603525
1611228462,18606331.25
1611489960,18609131.25
1611758253,18611937.5
1612018015,18614737.5
1612302427,18617543.75
1612546932,18620343.75
1612792663,18623150
1613064488,18625975
1613326982,18628793.75
1613609673,18631593.75
1613875988,18634400
1614158708,18637206.25
1614416052,18640018.75
1614698686,18642812.5
1614967836,18645625
1615225428,18648418.75
1615499665,18651212.5
1615756859,18654006.25
1616026379,18656806.25
1616283146,18659612.5
1616531619,18662425
1616795421,18665231.25
1617046519,18668037.5
1617296142,18670837.5
1617577858,18673637.5
1617832990,18676431.25
1618094564,18679231.25
1618367563,18682031.25
1618655217,18684850
1619017825,18687668.75
1619305063,18690462.5
